stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
94-62166,,Mafra,,38.8974494934082,-9.29176425933838,,,0,,,
94-62224,,Malveira,,38.9289817810059,-9.25652122497559,,,0,,,
94-48009,,Mangualde,,40.5864906311035,-7.76026296615601,,,0,,,
94-9001,,Marco de Canaveses,,41.1805572509766,-8.13645935058594,,,0,,,
94-63461,,Marinha Grande,,39.7371406555176,-8.92549419403076,,,0,,,
94-63404,,Martinganca-Maceira,,39.6874122619629,-8.94599437713623,,,0,,,
94-65052,,Marujal,,40.1399841308594,-8.67714500427246,,,0,,,
94-66019,,Marvila,,38.7387275695801,-9.10931777954102,,,0,,,
94-60137,,Massama-Barcarena,,38.7506484985352,-9.28059959411621,,,0,,,
94-32383,,Mato de Miranda,,39.3679847717285,-8.55483245849609,,,0,,,
94-29116,,Mazagao,,41.5271644592285,-8.45761585235596,,,0,,,
94-37051,,Mealhada,,40.3762855529785,-8.4538745880127,,,0,,,
71-10500,,Medina del Campo,,41.3176155090332,-4.90991306304932,,,0,,,
94-90431,,Meia Praia,,37.1173896789551,-8.64916896820068,,,0,,,
94-8359,,Meinedo,,41.2487678527832,-8.25872707366943,,,0,,,
94-61051,,Merces,,38.7908515930176,-9.32874202728271,,,0,,,
94-77735,,Messines-Alte,,37.255485534668,-8.2905969619751,,,0,,,
94-90381,,Mexilhoeira Grande,,37.1530876159668,-8.60780143737793,,,0,,,
94-6080,,Midoes,,41.5079650878906,-8.5817403793335,,,0,,,
94-62042,,Mira Sintra-Melecas,,38.7930335998535,-9.31314945220947,,,0,,,
94-39073,,Miramar,,41.0683517456055,-8.6491870880127,,,0,,,
71-11200,,Miranda de Ebro,,42.6910133361816,-2.94038891792297,,,0,,,
94-16006,,Mirandela,,41.4815406799316,-7.18121576309204,,,0,,,
94-9225,,Mirao,,41.1175956726074,-7.97189807891846,,,0,,,
94-49239,,Miuzela,,40.5206260681152,-7.011305809021,,,0,,,
94-37143,,Mogofores,,40.450740814209,-8.45952129364014,,,0,,,
94-46763,,Moimenta-Alcafache,,40.5814666748047,-7.78930377960205,,,0,,,
94-95109,,Moita,,38.6452713012695,-8.99785709381104,,,0,,,
94-18200,,Moledo do Minho,,41.8521461486816,-8.86066055297852,,,0,,,
94-60111,,Monte Abraao,,38.7570686340332,-9.26375579833984,,,0,,,
94-46219,,Monte de Lobos,,40.4083251953125,-8.26500129699707,,,0,,,
94-44040,,Monte de Paramos,,40.981029510498,-8.62261486053467,,,0,,,
94-69252,,Monte Estoril,,38.7036781311035,-9.4066333770752,,,0,,,
94-73544,,Monte Gordo,,37.1899833679199,-7.44915103912354,,,0,,,
94-63685,,Monte Real,,39.8619613647461,-8.84578418731689,,,0,,,
94-63735,,Monte Redondo,,39.9068298339844,-8.83127117156982,,,0,,,
94-65029,,Montemor,,40.1600570678711,-8.65578460693359,,,0,,,
94-46243,,Mortagua,,40.3920478820801,-8.24291610717773,,,0,,,
94-31047,,Moscavide,,38.7761573791504,-9.09929275512695,,,0,,,
94-9134,,Mosteiro,,41.0946159362793,-8.06912708282471,,,0,,,
94-5108,,Mouquim,,41.4277153015137,-8.52144813537598,,,0,,,
94-42259,,Mourisca Vouga,,40.6036071777344,-8.460373878479,,,0,,,
94-52167,,Mouriscas-A,,39.4679527282715,-8.08587169647217,,,0,,,
94-46672,,Nelas,,40.5301170349121,-7.85009908676147,,,0,,,
94-28266,,Nespereira,,41.405704498291,-8.32014846801758,,,0,,,
94-6007,,Nine,,41.4547424316406,-8.54430961608887,,,0,,,
94-62836,,Obidos,,39.3682899475098,-9.15475368499756,,,0,,,
94-69179,,Oeiras,,38.6886138916016,-9.31901359558105,,,0,,,
94-37275,,Oia,,40.5444869995117,-8.55060195922852,,,0,,,
94-8250,,Oleiros,,41.1939697265625,-8.33741664886475,,,0,,,
94-73106,,Olhao,,37.0304107666016,-7.84010601043701,,,0,,,
94-8409,,Oliveira,,41.2575492858887,-8.19854259490967,,,0,,,
94-44339,,Oliveira de Azemeis,,40.8398551940918,-8.48183727264404,,,0,,,
94-37218,,Oliveira do Bairro,,40.5106925964355,-8.49930953979492,,,0,,,
94-46524,,Oliveirinha-Cabanas,,40.450252532959,-7.96362686157227,,,0,,,
94-42176,,Oronhe,,40.5749130249023,-8.46659660339355,,,0,,,
94-62612,,Outeiro,,39.1915702819824,-9.17721652984619,,,0,,,
94-38299,,Ovar,,40.8644943237305,-8.61685466766357,,,0,,,
94-69146,,Paco de Arcos,,38.6966705322266,-9.2887601852417,,,0,,,
94-44107,,Pacos de Brandao,,40.9722175598145,-8.58437824249268,,,0,,,
94-34157,,Paialvo,,39.5799942016602,-8.47405242919922,,,0,,,
94-9100,,Pala,,41.1034622192383,-8.08994293212891,,,0,,,
94-68080,,Palmela,,38.5772361755371,-8.8739070892334,,,0,,,
94-37002,,Pampilhosa,,40.3361129760742,-8.42953968048096,,,0,,,
94-46441,,Papizios,,40.4204597473145,-8.05020904541016,,,0,,,
94-8201,,Parada,,41.1601295471191,-8.37276935577393,,,0,,,
94-37184,,Paraimo-Sangalhos,,40.4810981750488,-8.48033428192139,,,0,,,
94-38414,,Paramos,,40.976936340332,-8.63722038269043,,,0,,,
94-69203,,Parede,,38.6898574829102,-9.35635471343994,,,0,,,
94-8276,,Paredes,,41.2041244506836,-8.32388019561768,,,0,,,
94-78295,,Parque das Cidades,,37.0819664001465,-7.98649978637695,,,0,,,
94-63354,,Pataias,,39.6568717956543,-8.98398780822754,,,0,,,
94-62745,,Paul,,39.2996368408203,-9.16552925109863,,,0,,,
94-62133,,Pedra Furada,,38.8670501708984,-9.29549026489258,,,0,,,
94-46060,,Pego,,40.3650779724121,-8.39009094238281,,,0,,,
94-71126,,Pegoes,,38.6622619628906,-8.61941337585449,,,0,,,
94-34702,,Pelariga,,39.9671859741211,-8.63278675079346,,,0,,,
94-8318,,Penafiel,,41.2180938720703,-8.29452991485596,,,0,,,
94-95125,,Penteado,,38.6383666992188,-8.9568042755127,,,0,,,
94-35055,,Pereira,,40.1863059997559,-8.5842752456665,,,0,,,
94-28217,,Pereirinhas,,41.3774223327637,-8.32435131072998,,,0,,,
94-62315,,Pero Negro,,38.9882354736328,-9.1975793838501,,,0,,,
94-68007,,Pinhal Novo,,38.6299819946289,-8.91298007965088,,,0,,,
94-10249,,Pinhao,,41.1902885437012,-7.54476022720337,,,0,,,
94-71001,,Poceirao,,38.6343994140625,-8.74330043792725,,,0,,,
94-12005,,Pocinho,,41.1304016113281,-7.12337779998779,,,0,,,
94-90134,,Poco Barreto,,37.1640281677246,-8.38637542724609,,,0,,,
94-34645,,Pombal,,39.9168815612793,-8.6300220489502,,,0,,,
94-55293,,Ponte de Sor,,39.2652244567871,-8.01333427429199,,,0,,,
94-73338,,Porta Nova,,37.133056640625,-7.64905118942261,,,0,,,
94-57000,,Portalegre,,39.1992797851563,-7.46161985397339,,,0,,,
94-4101,,Portela,,41.3005180358887,-8.54856204986572,,,0,,,
94-61093,,Portela de Sintra,,38.8024940490723,-9.37045288085938,,,0,,,
94-90290,,Portimao,,37.1445617675781,-8.53752899169922,,,0,,,
94-2006,,Porto - Campanha,,41.1496238708496,-8.58551406860352,,,0,,,
94-1008,,Porto - Sao Bento,,41.1456642150879,-8.60959243774414,,,0,,,
94-9282,,Porto de Rei,,41.1215476989746,-7.9096508026123,,,0,,,
94-31146,,Povoa,,38.8592567443848,-9.06431007385254,,,0,,,
94-68130,,Praca do Quebedo,,38.5256462097168,-8.88649654388428,,,0,,,
94-17087,,Pragal,,38.6660385131836,-9.17959785461426,,,0,,,
94-51128,,Praia do Ribatejo,,39.4672012329102,-8.34792804718018,,,0,,,
94-91058,,Praias Sado-A,,38.5119285583496,-8.8497314453125,,,0,,,
94-60103,,Queluz-Belas,,38.7584266662598,-9.25449371337891,,,0,,,
94-37358,,Quintans,,40.5909996032715,-8.61276054382324,,,0,,,
94-62547,,Ramalhal,,39.1399574279785,-9.21555042266846,,,0,,,
94-60095,,Reboleira,,38.7512245178223,-9.22396945953369,,,0,,,
94-8177,,Recarei-Sobreira,,41.153491973877,-8.39850616455078,,,0,,,
94-8441,,Recesinhos,,41.2303771972656,-8.17469024658203,,,0,,,
94-9357,,Rede,,41.1606979370117,-7.86499214172363,,,0,,,
94-10009,,Regua,,41.1585502624512,-7.78334093093872,,,0,,,
94-33084,,Reguengo-V.Pedra-Pontevel,,39.0989837646484,-8.7941427230835,,,0,,,
94-52845,,Retaxo,,39.7695426940918,-7.59149694442749,,,0,,,
94-65128,,Reveles,,40.1298675537109,-8.74546527862549,,,0,,,
94-32466,,Riachos-T.Novas-Golega,,39.4318923950195,-8.50491046905518,,,0,,,
94-61044,,Rio de Mouro,,38.783863067627,-9.3206033706665,,,0,,,
94-44115,,Rio Meao,,40.9609375,-8.57114124298096,,,0,,,
94-3038,,Rio Tinto,,41.1844177246094,-8.55731201171875,,,0,,,
94-49163,,Rochoso,,40.5063858032227,-7.09025478363037,,,0,,,
94-66035,,Roma - Areeiro,,38.7457427978516,-9.13535308837891,,,0,,,
94-62422,,Runa,,39.0744514465332,-9.21030807495117,,,0,,,
94-29074,,Ruílhe,,41.4965553283691,-8.49769306182861,,,0,,,
94-62091,,Sabugo,,38.8268013000488,-9.30108261108398,,,0,,,
94-31062,,Sacavem,,38.7952346801758,-9.09974384307861,,,0,,,
71-30100,,Salamanca,,40.972240447998,-5.64898204803467,,,0,,,
94-63107,,Salir do Porto,,39.4873809814453,-9.14772033691406,,,0,,,
94-38125,,Salreu,,40.7335205078125,-8.56633281707764,,,0,,,
94-44073,,Sampaio-Oleiros,,40.9835395812988,-8.582444190979,,,0,,,
71-11511,,San Sebastian,,43.3176727294922,-1.97670900821686,,,0,,,
94-44198,,Sanfins,,40.9241943359375,-8.53563117980957,,,0,,,
94-40105,,Santa Cita,,39.5505638122559,-8.40055179595947,,,0,,,
94-77388,,Santa Clara-Saboia,,37.4957046508789,-8.48135471343994,,,0,,,
94-46367,,Santa Comba Dao,,40.3904724121094,-8.12442207336426,,,0,,,
94-57315,,Santa Eulalia-A,,39.0060691833496,-7.25337886810303,,,0,,,
94-31112,,Santa Iria,,38.8383445739746,-9.0815544128418,,,0,,,
94-51185,,Santa Margarida,,39.4491004943848,-8.29839038848877,,,0,,,
94-32045,,Santana-Cartaxo,,39.1442527770996,-8.75917625427246,,,0,,,
94-32185,,Santarem,,39.2419166564941,-8.6752462387085,,,0,,,
94-44313,,Santiago de Riba-Ul,,40.8512802124023,-8.48960494995117,,,0,,,
94-69161,,Santo Amaro,,38.6867904663086,-9.31154727935791,,,0,,,
94-28068,,Santo Tirso,,41.3523063659668,-8.47443199157715,,,0,,,
94-69013,,Santos,,38.7062530517578,-9.15532398223877,,,0,,,
94-4051,,Sao Frutuoso,,41.258056640625,-8.55815410614014,,,0,,,
94-44255,,Sao Joao da Madeira,,40.8985595703125,-8.49530220031738,,,0,,,
94-71159,,Sao Joao das Craveiras,,38.6681938171387,-8.58564758300781,,,0,,,
94-44156,,Sao Joao de Ver,,40.9553527832031,-8.55112552642822,,,0,,,
94-69237,,Sao Joao do Estoril,,38.7010154724121,-9.38617897033691,,,0,,,
94-42093,,Sao Joao Loure,,40.6223564147949,-8.54875755310059,,,0,,,
94-62786,,Sao Mamede,,39.326042175293,-9.18111991882324,,,0,,,
94-8102,,Sao Martinho do Campo,,41.169490814209,-8.46747493743896,,,0,,,
94-63131,,Sao Martinho do Porto,,39.501953125,-9.1350269317627,,,0,,,
94-18440,,Sao Pedro da Torre,,42.0020523071289,-8.65749168395996,,,0,,,
94-69229,,Sao Pedro do Estoril,,38.6961250305176,-9.37043380737305,,,0,,,
94-4077,,Sao Romao,,41.2775192260742,-8.55453014373779,,,0,,,
94-62299,,Sapataria,,38.9689292907715,-9.19954395294189,,,0,,,
94-52803,,Sarnadas,,39.7560157775879,-7.62401008605957,,,0,,,
94-34264,,Seica-Ourem,,39.6818046569824,-8.50692367553711,,,0,,,
94-18275,,Seixas,,41.9011154174805,-8.81012916564941,,,0,,,
94-18234,,Senhora da Agonia,,41.8730506896973,-8.83668231964111,,,0,,,
94-6312,,Senhora das Neves,,41.6466407775879,-8.72043895721436,,,0,,,
94-43000,,Sernada do Vouga,,40.671817779541,-8.45157623291016,,,0,,,
94-32003,,Setil,,39.1129913330078,-8.77872562408447,,,0,,,
94-68122,,Setubal,,38.5307273864746,-8.88493919372559,,,0,,,
94-6155,,Silva,,41.5657768249512,-8.6276330947876,,,0,,,
94-38422,,Silvalde,,40.991268157959,-8.64097118377686,,,0,,,
94-44032,,Silvalde-Vouga,,40.9922485351563,-8.63389873504639,,,0,,,
94-90183,,Silves,,37.1756706237793,-8.43765640258789,,,0,,,
94-34744,,Simoes,,40.0159797668457,-8.63507556915283,,,0,,,
94-61101,,Sintra,,38.8014640808105,-9.37950325012207,,,0,,,
94-53264,,Soalheira,,40.0263900756836,-7.45425176620483,,,0,,,
94-48728,,Sobral,,40.610221862793,-7.25598001480103,,,0,,,
94-46185,,Soito,,40.4150581359863,-8.30206489562988,,,0,,,
94-40014,,Soudos-Vila Nova,,39.5422096252441,-8.47200393676758,,,0,,,
94-34801,,Soure,,40.0600128173828,-8.63773918151855,,,0,,,
94-36087,,Souselas,,40.2856407165527,-8.42592525482178,,,0,,,
94-60038,,Sta Cruz - Damaia,,38.7471466064453,-9.21399116516113,,,0,,,
94-8060,,Suzao,,41.1969909667969,-8.50144100189209,,,0,,,
94-29090,,Tadim,,41.5089645385742,-8.48307800292969,,,0,,,
94-42127,,Taipa-Requeixo,,40.6011581420898,-8.52459335327148,,,0,,,
94-6213,,Tamel,,41.6088218688965,-8.63490581512451,,,0,,,
94-51086,,Tancos,,39.4611167907715,-8.39600658416748,,,0,,,
94-35139,,Taveiro,,40.2057800292969,-8.5012674331665,,,0,,,
94-73320,,Tavira,,37.1208610534668,-7.6557822227478,,,0,,,
94-62067,,Telhal,,38.8054313659668,-9.30316352844238,,,0,,,
94-8136,,Terronhas,,41.1637725830078,-8.43795490264893,,,0,,,
94-52738,,Tojeirinha,,39.7153930664063,-7.683434009552,,,0,,,
94-40154,,Tomar,,39.5984039306641,-8.41320037841797,,,0,,,
94-56002,,Torre das Vargens,,39.3097991943359,-7.90873289108276,,,0,,,
94-62471,,Torres Vedras,,39.0934791564941,-9.25553035736084,,,0,,,
94-53678,,Tortosendo,,40.2382469177246,-7.51276683807373,,,0,,,
94-51243,,Tramagal,,39.4606513977051,-8.24842834472656,,,0,,,
94-8151,,Trancoso,,41.1612586975098,-8.41866493225098,,,0,,,
94-4010,,Travagem,,41.2286911010742,-8.55178260803223,,,0,,,
94-42135,,Travasso,,40.5941734313965,-8.51444721221924,,,0,,,
94-46136,,Trezoi,,40.3945922851563,-8.34141826629639,,,0,,,
94-4630,,Trofa,,41.3374099731445,-8.54762554168701,,,0,,,
94-11007,,Tua,,41.2073554992676,-7.41997289657593,,,0,,,
94-78006,,Tunes,,37.1634902954102,-8.25507354736328,,,0,,,
94-46045,,Vacarica,,40.3566513061523,-8.41195583343506,,,0,,,
94-39115,,Valadares,,41.0995483398438,-8.63193702697754,,,0,,,
94-63263,,Valado,,39.5847053527832,-9.01786708831787,,,0,,,
94-32284,,Vale de Figueira,,39.3137664794922,-8.63001155853271,,,0,,,
94-53397,,Vale de Prazeres,,40.1147804260254,-7.42482900619507,,,0,,,
94-32102,,Vale de Santarem,,39.1867256164551,-8.72389698028564,,,0,,,
94-38240,,Valega,,40.8348922729492,-8.60191440582275,,,0,,,
94-7005,,Valenca,,42.0249824523926,-8.63930130004883,,,0,,,
71-10600,,Valladolid-Campo Grande,,41.6421661376953,-4.72697401046753,,,0,,,
94-8086,,Valongo,,41.1880264282227,-8.48719501495361,,,0,,,
94-42291,,Valongo Vouga,,40.6241645812988,-8.45005321502686,,,0,,,
94-11148,,Vargelas,,41.1434288024902,-7.31547117233276,,,0,,,
94-68049,,Venda do Alcaide,,38.6100120544434,-8.89137363433838,,,0,,,
94-72009,,Vendas Novas,,38.679557800293,-8.45469665527344,,,0,,,
94-34553,,Vermoil,,39.8550643920898,-8.65492820739746,,,0,,,
94-65086,,Verride,,40.1397323608398,-8.70376873016357,,,0,,,
94-11197,,Vesuvio,,41.1414527893066,-7.26157903671265,,,0,,,
94-18002,,Viana do Castelo,,41.6960296630859,-8.83040714263916,,,0,,,
71-22308,,Vigo-Guixar,,42.2394905090332,-8.7118034362793,,,0,,,
94-44206,,Vila da Feira,,40.9187927246094,-8.52662372589111,,,0,,,
94-28134,,Vila das Aves,,41.3596496582031,-8.401930809021,,,0,,,
94-49114,,Vila Fernando,,40.4981155395508,-7.15217876434326,,,0,,,
94-48546,,Vila Franca das Naves,,40.7269477844238,-7.25617790222168,,,0,,,
94-31278,,Vila Franca de Xira,,38.9547004699707,-8.98648643493652,,,0,,,
94-49072,,Vila Garcia,,40.5059280395508,-7.18490409851074,,,0,,,
94-8433,,Vila Mea,,41.2458457946777,-8.18461036682129,,,0,,,
94-74278,,Vila Nova da Baronia,,38.294490814209,-8.03543281555176,,,0,,,
94-31377,,Vila Nova da Rainha,,39.036205291748,-8.92869567871094,,,0,,,
94-34868,,Vila Nova de Ancos,,40.1135864257813,-8.63930225372314,,,0,,,
94-18341,,Vila Nova de Cerveira,,41.9462623596191,-8.74342823028564,,,0,,,
94-39164,,Vila Nova de Gaia-Devesas,,41.1300430297852,-8.6202278137207,,,0,,,
94-35105,,Vila Pouca do Campo,,40.192943572998,-8.52630519866943,,,0,,,
94-73569,,Vila Real de Santo Antonio,,37.199836730957,-7.42158794403076,,,0,,,
94-52647,,Vila Velha de Rodao,,39.655029296875,-7.67290210723877,,,0,,,
94-49460,,Vilar Formoso,,40.6061744689941,-6.82911396026611,,,0,,,
94-36053,,Vilela-Fornos,,40.2625350952148,-8.44158840179443,,,0,,,
94-33043,,Virtudes,,39.0858421325684,-8.82994842529297,,,0,,,
71-11208,,Vitoria,,42.8415145874023,-2.67261099815369,,,0,,,
94-28233,,Vizela,,41.3811340332031,-8.31340026855469,,,0,,,
94-62331,,Zibreira,,39.0065650939941,-9.18311786651611,,,0,,,
